ProductID,ProductionLine,Temperature,Pressure,AssemblyTime,Sensor1Reading,Sensor2Reading,Sensor3Reading,OperatorExperience,Defective
8042,LineA,85.56,51.14,183.46,0.9,1.17,1.1,9.8,1
6866,LineC,63.83,56.33,55.85,1.03,1.06,0.68,9.5,0
3887,LineA,74.37,30.39,81.47,0.99,0.45070405291125737,1.1,4.7,1
2744,LineB,79.81,108.51,52.35,0.43794874812595697,0.96,1.27,1.8,1
7017,LineA,79.72,34.17,299.97,0.97,1.03,0.89,6.0,0
6553,LineB,74.83,117.73,236.64,0.96,0.74,1.29,2.9,0
4114,LineB,94.2,114.2,90.07,1.06,0.7,1.01,3.1,0
3480,LineB,94.54,89.54,283.6,0.40271149252961563,0.94,1.17,8.5,1
4003,LineA,68.79,98.92,283.89,0.99,1.29,0.77,1.0,0
7061,LineA,89.07,46.46,254.44,0.41781317349947616,0.6985912820124488,1.08,0.3,1
2213,LineA,68.45,72.79,189.7,1.14,1.0,0.63,2.5,0
1367,LineA,79.82,85.16,100.37,1.1,0.74,1.04,7.4,0
1584,LineB,91.0,91.51,76.27,1.05,0.9,0.76,9.2,0
3787,LineC,91.75,42.94,178.9,0.48828768469215894,1.19,0.65,9.0,1
8348,LineC,89.46,89.13,230.13,1.03,1.06,0.97,2.5,0
965,LineC,92.92,50.06,160.81,0.94,0.99,0.73,1.6,0
8934,LineA,,118.35,85.63,0.96,0.96,0.9465225257249922,0.6,1
3646,LineA,94.76,65.36,106.68,0.99,1.21,1.05,3.3,0
9944,LineB,97.87,99.07,90.01,1.2,0.76,0.9809415266604463,8.1,1
2325,LineB,77.36,96.7,215.25,1.18,0.93,0.85,0.5,1
8021,LineA,97.02,42.93,56.94,1.0,1.28,1.21,7.9,1
2805,LineC,89.18,50.67,94.78,0.4480165354391974,1.08,1.0583842787652185,6.4,1
2620,LineA,98.96,65.02,299.78,0.5184910466318802,0.85,1.204665032740899,2.6,1
2345,LineA,,101.18,191.46,1.2,0.7267602853194025,0.6023325163704495,6.3,1
2145,LineB,80.31,105.16,210.2,0.5285588339451205,0.46760545489542943,0.6711705182413581,1.0,1
5351,LineC,67.2,77.98,89.58,0.88,0.85,0.98,6.6,0
6175,LineB,62.19,101.73,115.17,1.1,1.01,1.34,6.4,0
9618,LineC,79.71,76.47,137.64,1.11,1.04,0.79,4.2,0
3881,LineA,63.25,95.82,173.02,0.9,1.13,0.75,9.8,0
6872,LineA,,49.98,151.71,1.05,1.04,1.36,4.9,0
638,LineB,84.74,30.14,163.83,,0.81,0.7141942694106759,1.2,1
4570,LineA,90.66,82.2,136.97,0.43794874812595697,0.5070420595251645,0.7141942694106759,8.0,1
3964,LineB,74.75,64.18,128.52,0.93,0.73,0.8,8.8,0
8051,LineA,73.17,,65.38,0.84,1.17,0.65,7.5,0
6803,LineA,80.16,41.02,228.72,1.14,0.6816898800282767,0.92,7.7,1
1500,LineA,80.44,38.32,264.87,0.8,0.89,1.15,0.3,0
2836,LineA,61.32,90.57,89.17,0.5839316641679426,0.5183096608479459,0.5162850140318139,1.0,1
3793,LineC,89.02,49.25,167.23,1.18,1.15,0.8,4.3,1
8926,LineA,92.09,107.68,76.25,1.04,1.13,0.9,0.3,1
6363,LineC,84.05,,87.49,0.82,0.8,1.14,8.9,1
5806,LineA,77.59,34.65,296.03,,0.5577462654776809,1.1272222806361272,6.1,1
1952,LineC,97.38,46.5,58.04,1.12,1.23,1.13,6.4,0
4995,LineB,62.42,107.8,110.35,1.07,0.5915490694460253,0.6453562675397674,1.8,1
1437,LineA,97.01,103.65,281.89,0.83,1.21,1.24,5.9,0
3675,LineB,95.91,,251.3,1.06,0.79,0.8948940243218108,4.1,1
8536,LineA,66.28,35.99,255.46,0.5537283022282216,0.9,0.79,8.9,1
6514,LineA,68.75,79.57,202.41,0.83,1.22,0.89,1.6,0
4236,LineB,76.35,90.91,268.95,,0.79,1.05,8.4,0
9538,LineC,98.66,44.94,245.55,0.41781317349947616,0.7267602853194025,0.87,2.6,1
7811,LineB,70.86,,288.78,0.5386266212583609,1.16,0.93,1.5,1
6555,LineC,,84.1,197.65,1.1,1.27,1.38,7.7,0
3270,LineB,87.77,105.14,175.27,0.89,0.82,1.09,10.0,1
4677,LineA,73.41,111.03,210.04,0.84,1.27,1.26,5.0,0
9060,LineB,76.9,40.8,243.73,1.18,0.75,1.17,2.2,0
3516,LineC,89.09,50.97,99.81,0.88,0.91,0.68,9.4,0
3122,LineB,61.37,32.82,66.62,0.5033893656620195,1.28,1.27,3.3,1
8084,LineA,85.24,113.65,205.39,1.12,1.24,1.14,5.0,0
2356,LineA,91.07,31.79,187.59,0.47318600372229835,1.16,1.21,2.8,1
7292,LineC,95.57,,216.63,0.5486944085716013,1.29,0.9207082750234015,1.2,1
2824,LineB,75.36,48.28,50.78,0.85,1.18,1.1186175304022634,1.1,1
5340,LineA,68.13,94.88,159.12,0.94,1.2,1.34,8.9,0
298,LineC,88.95,99.57,284.57,0.97,0.79,0.77,4.9,0
7403,LineB,80.2,85.34,140.89,1.12,0.6028166707688067,1.18,,1
947,LineC,84.61,37.73,77.5,0.4681521100656782,0.6816898800282767,1.1272222806361272,7.1,1
3713,LineC,68.4,39.26,150.22,0.94,0.5183096608479459,0.73,5.3,1
673,LineC,83.76,36.25,117.54,0.99,1.02,0.9,2.5,1
9638,LineA,74.32,97.15,260.97,1.08,0.79,1.19,7.6,0
7127,LineC,88.12,49.34,256.77,0.5184910466318802,1.29,0.7400085201122666,0.4,1
8884,LineB,95.9,74.15,285.92,1.1,1.11,0.8,8.7,1
8681,LineB,61.53,31.8,246.9,0.5587621958848418,1.04,0.62,4.4,1
5593,LineB,77.23,,289.83,1.0,1.07,1.0,0.4,0
1455,LineC,80.83,63.29,54.38,0.5990333451378033,0.5915490694460253,1.1788507820393086,2.7,1
1641,LineA,93.22,73.85,239.71,1.15,1.03,0.8432655229186293,3.6,1
6395,LineC,80.97,71.47,252.23,0.85,1.26,1.23,0.9,0
2422,LineC,98.46,114.93,255.54,0.86,0.7098588833352303,0.68,9.4,1
3971,LineB,79.91,43.48,153.06,0.5235249402885003,0.6084504714301975,1.12,6.6,1
1097,LineA,71.05,,270.44,1.2,1.04,0.75,1.6,1
1975,LineA,73.71,102.1,176.3,1.01,1.24,0.62,1.2,0
1337,LineB,67.4,88.67,239.53,1.1,1.15,0.96,6.3,0
9377,LineB,94.03,72.46,94.43,0.9,1.17,1.23,7.8,1
3276,LineB,94.09,112.41,56.81,,0.416901248942913,1.36,7.6,1
7289,LineC,62.57,45.45,274.12,1.15,1.1,1.29,5.6,0
4290,LineA,91.65,95.07,92.38,1.2,0.87,1.09,2.4,0
3673,LineA,77.09,78.67,230.44,1.19,1.09,1.18,5.3,0
733,LineC,69.9,58.69,104.29,1.18,1.1,1.17,5.9,0
4389,LineA,85.45,94.49,65.32,1.1,0.5577462654776809,0.9465225257249922,1.3,1
1840,LineC,92.45,98.94,114.62,0.8,0.82,0.83,7.5,1
5509,LineA,68.13,,245.76,1.19,0.94,1.36,6.5,0
5956,LineB,82.42,41.25,78.05,1.12,1.27,1.27,3.5,0
3329,LineC,93.77,40.23,135.27,0.95,0.6873236806896674,0.87,2.7,1
3970,LineA,68.89,83.51,113.21,0.9,1.27,1.38,3.5,0
8225,LineA,67.38,70.89,281.76,0.98,1.26,1.12,2.9,0
7888,LineC,78.65,88.35,56.62,1.16,1.17,0.79,5.9,0
5072,LineA,72.56,,133.56,1.12,0.81,0.95,,0
5385,LineB,81.03,113.71,253.26,1.06,0.6084504714301975,0.5765182656688589,2.8,1
8479,LineB,69.48,88.58,230.52,1.09,0.73,0.96,9.2,0
8103,LineC,85.46,98.65,287.28,0.84,0.8,0.65,9.8,0
2200,LineC,80.0,112.99,162.8,1.07,1.21,0.79,6.9,0
4775,LineB,63.64,41.73,244.89,1.01,0.4450702522498666,1.33,5.9,1
3367,LineB,90.39,52.78,161.84,1.05,0.99,1.0,0.6,0
5552,LineA,76.97,85.96,117.19,0.8,0.88,0.6,7.9,0
6820,LineC,90.69,38.48,233.2,1.1,0.98,0.67,4.4,1
6502,LineA,70.43,47.5,219.47,0.86,1.18,0.71,8.7,0
8961,LineA,88.05,85.83,148.33,0.92,0.93,1.28,9.1,0
5835,LineA,93.7,68.38,54.5,0.82,0.95,1.13,2.6,1
738,LineB,61.6,67.58,146.77,1.02,1.16,0.6969847689429488,0.2,1
6087,LineB,93.97,75.7,151.42,1.06,1.07,1.39,5.2,0
8532,LineB,67.11,106.76,53.9,0.5033893656620195,0.74,0.7572180205799938,0.9,1
4619,LineA,99.47,52.36,51.46,0.87,0.6591546773827138,1.06,0.3,1
8710,LineB,99.36,80.66,121.24,1.16,0.6253518734143696,0.64,5.8,1
481,LineB,67.01,46.73,105.2,0.4278809608127166,0.6985912820124488,0.6367515173059038,7.8,1
2348,LineA,98.23,116.86,165.97,1.09,1.21,1.25,0.1,1
9543,LineB,96.96,37.08,76.72,0.45808432275243777,0.7042250826738395,1.39,3.2,1
1160,LineB,70.76,79.77,206.15,0.95,1.03,0.92,5.8,0
9508,LineB,85.73,55.29,249.82,0.5486944085716013,1.08,0.5420992647334046,5.4,1
8205,LineC,,118.62,144.61,,1.05,1.36,3.8,0
4597,LineA,76.09,112.23,111.07,0.91,0.88,1.33,6.2,0
4693,LineA,91.59,115.5,179.65,0.95,0.5352110628321181,0.73,0.8,1
3359,LineB,99.14,78.85,290.8,0.43794874812595697,0.99,0.9121035247895379,9.9,1
2672,LineA,62.64,94.86,222.69,1.09,0.84,0.75,2.7,0
4913,LineB,,103.28,105.22,1.04,0.94,1.23,5.8,0
8369,LineC,95.84,32.27,81.47,0.5386266212583609,1.12,1.35,0.6,1
1838,LineA,81.8,73.35,70.26,0.51345715297526,1.16,1.1616412815715813,3.8,1
7044,LineB,84.99,115.88,138.1,1.01,0.39999984695874086,0.9637320261927194,6.0,1
6517,LineB,78.45,94.56,246.48,1.03,1.15,1.11,3.9,0
3354,LineB,77.16,97.79,211.26,0.86,1.01,0.79,1.4,0
8152,LineC,77.18,44.87,91.23,1.01,1.26,0.64,5.1,0
9561,LineC,91.88,114.98,66.03,0.84,0.42816885026569446,1.1530365313377178,0.8,1
4394,LineC,92.2,57.59,245.16,0.99,0.77,1.33,6.8,0
661,LineA,95.76,92.13,233.3,1.08,1.08,0.67,7.9,0
2163,LineB,,70.98,197.22,1.06,1.13,0.533494514499541,0.1,1
7014,LineB,82.5,108.25,107.56,1.16,0.75,1.38,5.1,0
6488,LineC,84.89,47.33,139.27,1.12,0.5915490694460253,1.06,4.1,1
8147,LineB,79.49,46.61,122.02,0.91,0.5408448634935088,0.7572180205799938,7.1,1
6570,LineC,89.65,58.18,203.07,0.83,0.78,0.75,9.6,0
7896,LineB,81.33,35.25,244.51,0.51345715297526,0.9,0.66,1.3,1
1342,LineB,99.4,56.93,135.84,0.5889655578245628,0.95,1.204665032740899,8.2,1
5357,LineA,98.62,60.32,156.16,1.14,0.73,0.99,4.3,0
2280,LineB,62.44,115.68,250.75,1.06,1.08,0.75,7.8,0
2797,LineC,97.39,116.76,96.38,0.9,0.81,1.01,9.6,0
1755,LineC,96.48,36.33,174.06,0.98,1.16,0.72,1.6,1
1934,LineB,85.07,42.43,269.28,1.02,0.75,0.9,2.3,0
6018,LineC,63.01,40.94,138.97,1.01,1.04,1.0,6.6,0
8866,LineA,92.85,96.67,285.82,1.1,1.14,1.07,5.1,0
5673,LineC,79.38,109.27,199.18,1.16,0.81,0.71,3.1,0
4332,LineA,64.19,57.14,190.95,0.95,0.82,0.82,,0
5174,LineC,62.6,110.64,291.82,1.04,0.79,0.77,5.4,0
2113,LineB,,117.25,174.39,0.412779279842856,0.97,0.7830322712815845,9.4,1
2679,LineC,84.9,107.0,142.56,0.93,1.15,0.96,4.4,0
6403,LineA,87.54,116.63,249.24,0.81,1.29,0.791637021515448,7.6,1
1825,LineA,83.99,89.7,187.38,1.19,0.3943660462973501,1.04,5.0,1
2598,LineC,87.9,71.64,164.92,0.4530504290958176,1.29,1.0411747782974914,6.3,1
4822,LineC,80.38,50.43,137.22,1.12,1.25,0.89,3.6,1
5460,LineA,82.66,42.85,215.73,1.1,0.74,1.07,8.1,1
7294,LineC,93.63,43.16,221.09,0.593999451481183,0.8,0.9637320261927194,3.3,1
2214,LineB,67.14,82.09,236.38,1.18,1.17,1.27,4.9,0
6671,LineB,77.44,106.43,286.13,1.1,1.02,0.7,3.1,0
9982,LineC,77.84,48.2,228.72,1.12,0.93,1.09,7.7,0
7867,LineB,66.03,61.38,178.36,0.97,1.08,0.82,6.8,0
9650,LineC,68.97,64.83,165.72,0.94,0.91,0.92,9.7,0
4084,LineB,89.74,101.23,251.09,0.98,1.22,1.03,4.7,0
297,LineB,98.33,92.96,124.13,0.92,0.72,0.79,2.1,1
8218,LineA,,118.25,183.72,0.93,0.7042250826738395,1.38,8.5,1
3197,LineA,65.03,61.99,290.11,1.05,0.96,0.66,5.0,0
9411,LineA,86.99,63.84,215.8,1.06,0.96,0.67,8.7,0
581,LineC,77.95,106.01,163.83,0.83,1.01,0.97,4.5,0
2242,LineC,87.64,90.24,138.64,0.88,0.87,1.39,2.5,0
7444,LineC,99.18,112.08,130.78,0.97,0.71,0.5851230159027224,6.5,1
2173,LineA,,31.01,114.8,,1.12,0.96,9.0,0
1508,LineC,86.12,53.73,284.59,1.13,1.12,1.1,7.2,0
1247,LineC,80.98,71.52,209.24,1.17,0.84,0.5851230159027224,7.0,1
4446,LineA,97.17,105.03,226.4,1.19,1.23,0.5248897642656775,3.7,1
4249,LineB,71.26,99.25,161.11,1.04,0.81,0.8,3.2,0
5363,LineA,88.75,85.93,125.15,1.11,0.78,1.13,0.1,1
5745,LineB,73.4,65.51,144.01,0.86,0.91,1.08,5.7,0
1802,LineC,81.33,86.56,89.56,0.95,0.87,0.99,3.1,0
1225,LineC,85.13,76.67,162.53,0.86,0.88,1.27,4.1,0
8245,LineA,69.82,51.61,175.45,1.16,0.81,0.96,5.2,0
2005,LineB,67.0,48.81,241.45,0.9,0.86,0.89,2.3,0
2708,LineC,76.49,77.1,293.8,1.17,0.6873236806896674,1.34,1.6,1
9899,LineA,82.15,78.2,99.28,,1.06,1.2,6.5,0
2305,LineB,70.49,55.91,265.71,0.94,0.83,1.26,6.8,0
1061,LineA,74.74,103.98,214.39,1.0,0.82,1.23,6.4,0
721,LineC,90.52,83.34,62.79,1.18,0.97,0.71,7.2,0
3393,LineC,,69.14,60.71,1.16,1.04,0.62,9.0,0
9388,LineC,88.89,39.35,121.82,0.83,1.27,1.36,1.2,1
4294,LineC,91.09,92.26,67.98,1.13,0.6253518734143696,0.6,5.8,1
425,LineB,91.39,66.37,154.88,0.9,0.81,0.72,6.4,0
8970,LineB,76.38,74.25,220.37,0.96,0.81,1.29,7.7,0
2217,LineB,60.36,,133.65,1.15,0.75,1.22,3.6,0
4405,LineA,70.44,93.73,80.68,0.47318600372229835,0.5464786641548995,1.18,0.9,1
3984,LineA,95.69,101.69,70.22,1.03,1.28,1.34,3.7,1
3001,LineB,62.15,103.75,173.71,1.11,0.76,1.36,3.2,0
7407,LineB,72.09,118.57,93.82,0.85,0.88,0.84,4.1,0
4165,LineA,76.18,47.75,294.61,1.2,0.4845068568796016,0.75,,1
7126,LineC,75.93,86.57,130.89,1.0,1.19,0.72,2.9,0
6992,LineC,94.54,100.91,121.16,1.15,1.25,1.02,7.7,1
5617,LineC,90.3,38.37,150.69,0.5033893656620195,0.5577462654776809,0.7572180205799938,8.6,1
8687,LineC,92.06,,187.67,1.03,0.87,0.62,7.5,0
3062,LineA,96.13,50.53,297.39,0.92,0.46197165423403874,1.0583842787652185,8.8,1
6657,LineA,89.74,88.28,127.43,1.17,1.11,1.34,,0
8820,LineB,87.16,31.93,181.19,0.40271149252961563,1.09,0.94,6.1,1
2899,LineC,78.24,42.25,78.06,0.94,0.9,0.74,1.6,0
9990,LineC,85.83,43.91,110.64,1.02,0.7267602853194025,1.36,6.3,1
4438,LineA,62.32,31.82,296.72,0.4329148544693368,0.91,1.03,7.7,1
2271,LineC,81.61,112.69,100.57,1.0,0.7211264846580118,1.07,1.4,1
1119,LineA,91.74,91.74,270.96,0.95,1.22,0.6969847689429488,1.9,1
1361,LineC,91.99,99.29,114.3,0.568829983198082,0.86,0.9981510271281735,3.4,1
2985,LineB,64.51,72.66,87.76,0.5990333451378033,0.6140842720915881,0.9465225257249922,1.5,1
9882,LineC,87.29,54.49,64.37,0.84,0.5295772621707273,0.5851230159027224,9.6,1
3976,LineB,80.45,40.01,128.9,1.18,1.25,0.8002417717493115,2.3,1
2299,LineC,68.47,110.52,129.49,1.04,1.2,1.23,9.8,0
1748,LineA,72.9,99.9,54.15,0.81,1.02,0.99,7.2,0
3355,LineA,62.02,104.21,65.34,0.86,1.16,0.9,8.1,0
3581,LineA,74.82,114.67,222.57,1.05,1.04,0.65,2.2,0
2146,LineA,99.04,114.86,210.72,1.0,1.04,0.78,7.6,0
2646,LineB,76.14,112.23,132.08,0.5587621958848418,0.42816885026569446,0.6711705182413581,0.5,1
2614,LineB,98.14,89.35,100.38,1.14,1.1,0.6195420168381767,0.3,1
8397,LineB,96.65,52.51,202.36,1.01,1.27,1.36,4.2,0
5320,LineC,79.45,54.42,150.45,0.85,0.87,0.78,2.2,0
9384,LineB,65.51,62.0,89.66,0.92,0.8,1.05,,0
995,LineB,95.55,97.43,293.82,0.93,0.4056336476201316,1.09,3.9,1
5495,LineA,79.49,100.34,178.12,1.14,1.02,0.78,4.7,0
4439,LineA,62.6,,293.09,0.5990333451378033,1.29,1.36,1.7,1
655,LineA,98.42,99.44,179.92,1.17,0.5126758601865552,0.6023325163704495,2.3,1
3880,LineC,97.9,48.42,240.22,0.5738638768547022,0.416901248942913,0.89,,1
2537,LineA,76.74,33.37,241.67,0.81,0.76,1.26,6.0,0
1915,LineA,99.71,86.25,146.03,0.98,0.3943660462973501,1.27,9.1,1
533,LineB,97.91,61.36,141.79,1.03,0.83,0.99,9.9,0
2956,LineA,87.38,61.84,253.21,1.14,0.8,0.98954627689431,0.9,1
1927,LineC,71.7,41.61,150.83,1.07,1.17,0.95,5.1,0
201,LineB,81.59,78.21,117.19,0.45808432275243777,0.99,1.09,4.5,1
7251,LineC,89.19,37.05,92.14,0.92,0.94,1.26,2.3,1
360,LineB,94.05,107.05,154.92,0.5436605149149811,0.5126758601865552,0.5765182656688589,1.1,1
7110,LineA,68.67,32.9,258.93,0.93,0.46197165423403874,1.38,3.3,1
9968,LineA,95.75,31.37,191.94,0.5537283022282216,1.18,0.7,2.7,1
1075,LineA,90.68,106.44,253.55,0.86,0.91,1.14,3.8,0
9690,LineA,91.24,61.65,158.22,1.13,0.71,1.0928032797006728,1.9,1
7516,LineA,70.18,113.51,233.55,0.83,0.82,1.13,7.3,0
4776,LineA,75.88,50.27,260.37,1.18,0.95,1.19,7.4,0
7366,LineA,73.55,48.52,63.61,0.93,0.6084504714301975,1.1444317811038542,2.4,1
3203,LineA,99.7,86.05,196.91,1.11,0.71,1.21,2.4,0
6822,LineC,82.57,53.38,258.23,0.4278809608127166,0.87,0.78,3.2,1
8531,LineA,71.64,112.84,91.35,0.88,1.24,1.12,6.7,0
2503,LineC,82.7,74.93,220.77,0.5990333451378033,0.7098588833352303,0.82,2.2,1
6030,LineA,67.79,68.95,184.26,1.13,0.81,1.39,9.6,0
9343,LineB,85.94,78.9,186.3,1.12,0.4788730562182109,0.7486132703461301,5.0,1
1581,LineC,71.01,85.32,91.92,1.08,1.29,0.89,,0
2442,LineA,72.18,107.93,289.89,0.84,0.84,0.66,5.2,0
6844,LineB,78.34,41.77,246.81,0.95,0.81,0.95,,0
4516,LineA,69.75,82.55,253.21,1.13,0.87,0.92,2.1,0
6755,LineC,63.89,96.23,75.43,0.89,1.08,0.98,9.6,0
2379,LineB,86.99,57.03,168.87,0.94,1.01,0.62,6.1,1
6045,LineC,84.83,80.76,286.2,1.18,1.07,1.32,8.3,0
8416,LineA,83.21,,136.96,0.84,1.16,1.09,3.5,0
5865,LineA,76.24,62.15,80.12,0.85,0.91,1.2,1.4,0
1914,LineC,78.47,53.75,268.33,1.05,0.78,0.97,5.7,0
1874,LineB,72.32,53.8,292.54,1.03,0.87,0.67,1.3,1
8860,LineB,66.31,87.73,139.66,1.01,0.8,0.63,6.5,0
5493,LineC,96.88,98.49,171.27,0.6040672387944234,0.74,1.32,1.5,1
2468,LineC,69.63,86.39,177.44,1.07,1.21,1.23,,1
8557,LineA,84.2,66.97,294.35,0.87,0.88,1.24,5.7,0
7856,LineB,61.79,30.02,291.27,0.99,0.75,0.6,9.3,1
12,LineC,61.43,97.02,69.41,0.48828768469215894,0.78,1.1702460318054448,,1
3051,LineA,86.51,44.66,138.54,0.5990333451378033,0.77,1.1788507820393086,6.1,1
9954,LineB,65.14,111.77,203.17,1.01,1.04,0.76,1.9,0
5487,LineA,86.92,86.26,142.3,1.08,0.7098588833352303,0.6539610177736309,6.0,1
7517,LineB,66.53,82.6,274.15,1.01,1.15,0.8,3.4,0
6084,LineC,64.99,110.35,253.31,0.92,1.06,0.76,8.0,0
2876,LineC,,58.64,246.66,1.1,0.75,0.98954627689431,5.3,1
9474,LineA,93.74,78.73,161.91,1.12,0.75,0.64,6.0,0
338,LineB,76.5,118.72,197.16,0.81,1.24,0.96,5.0,0
9811,LineA,71.16,35.29,163.15,1.1,1.09,0.7572180205799938,8.0,1
4811,LineC,97.59,109.3,133.6,0.5839316641679426,0.6309856740757603,0.83,6.0,1
6867,LineC,74.02,31.32,109.94,1.18,1.17,1.37,2.9,1
3064,LineA,70.84,72.3,299.67,1.05,1.26,0.7,9.1,0
3626,LineC,72.6,96.14,206.77,0.94,0.79,0.78,3.2,0
8909,LineA,69.35,105.19,69.85,,0.9,0.96,3.6,0
3858,LineC,91.54,111.68,167.72,1.01,0.88,1.17,8.7,0
7203,LineB,62.49,70.24,127.69,1.13,1.18,0.7,9.4,0
9107,LineA,78.89,50.66,249.93,1.0,1.25,1.22,9.0,0
3308,LineA,63.67,33.06,92.92,0.4429826417825772,0.82,1.28,1.8,1
5621,LineB,94.6,38.76,57.91,0.5285588339451205,0.73,1.28,9.4,1
9314,LineC,65.44,57.19,86.04,1.17,0.8,1.22,2.3,0
200,LineC,72.32,80.01,54.38,0.97,0.77,1.09,8.7,0
4614,LineB,71.53,92.28,124.35,1.04,0.71,1.18,7.2,0
9868,LineC,64.27,99.15,156.51,0.47318600372229835,0.4056336476201316,0.65,1.8,1
7941,LineA,72.32,83.59,95.94,1.14,1.21,1.28,4.3,0
2054,LineC,99.89,56.07,50.66,1.02,1.0,1.09,5.6,1
4763,LineA,68.87,101.91,66.02,0.97,0.92,1.25,1.0,0
6324,LineC,60.99,30.43,257.12,1.04,0.98,1.18,9.5,0
7409,LineC,60.93,31.74,286.7,0.4228470671560964,1.0,0.6969847689429488,,1
1491,LineC,68.3,90.78,183.1,0.82,0.72,1.006755777362037,0.4,1
2998,LineC,97.55,62.34,132.28,1.13,1.14,0.62,5.0,0
3431,LineB,79.66,30.13,159.53,0.94,1.26,0.67,5.1,1
4176,LineA,88.9,48.46,100.04,0.4832537910355387,0.92,0.6539610177736309,1.8,1
4541,LineA,96.11,43.59,213.75,1.14,0.6028166707688067,1.09,2.0,1
9283,LineC,,31.26,229.71,1.13,0.8,1.39,7.5,0
5344,LineC,71.0,54.12,243.63,0.94,0.86,0.8,,0
8018,LineA,94.73,116.23,193.6,,1.14,1.1,4.3,0
8739,LineA,,51.87,193.06,0.84,1.12,0.96,3.8,0
8713,LineA,64.21,103.23,59.47,,0.73,0.86,3.1,0
9457,LineA,85.13,104.07,230.92,1.2,0.88,0.98,3.9,0
2019,LineB,89.45,80.99,282.16,0.92,1.08,0.79,2.7,0
3916,LineA,,53.09,243.33,0.95,1.14,1.39,3.5,0
8403,LineB,66.62,99.56,65.72,1.07,1.08,1.27,9.5,0
7323,LineC,61.87,75.89,255.73,0.96,1.02,1.36,4.1,0
144,LineA,66.91,106.85,147.84,1.03,0.76,1.32,2.3,0
6642,LineA,,94.68,225.86,0.95,1.16,0.7,1.2,0
2122,LineB,75.6,33.25,205.17,1.12,1.25,1.31,2.9,0
4444,LineC,66.45,115.71,222.86,0.91,0.76,0.77,4.1,0
2530,LineA,90.54,42.35,169.42,0.4278809608127166,1.28,1.0755937792329457,4.4,1
2556,LineB,67.28,67.42,110.81,1.0,1.11,0.74,8.4,0
8539,LineB,94.79,106.21,227.21,0.94,1.04,0.94,9.7,1
179,LineB,60.18,,149.57,0.51345715297526,1.09,0.8776845238540837,,1
1447,LineC,92.44,104.64,209.68,0.5084232593186397,0.7098588833352303,0.87,6.7,1
8859,LineC,82.27,110.91,135.87,0.5184910466318802,0.91,0.86907977362022,3.9,1
342,LineB,78.12,51.67,66.51,0.593999451481183,0.6873236806896674,0.62,0.7,1
4982,LineC,,76.84,168.92,0.4429826417825772,0.5295772621707273,1.34,0.7,1
4312,LineB,97.07,99.77,222.21,0.97,0.7323940859807931,0.61,8.3,1
1906,LineB,93.06,49.33,79.81,0.85,1.08,0.91,3.1,0
8886,LineC,79.9,,266.1,0.84,1.07,1.25,3.1,0
9676,LineC,83.96,75.1,129.37,1.16,0.5915490694460253,1.023965277829764,6.4,1
3343,LineA,66.38,119.41,160.51,1.16,0.85,0.98,9.3,0
7288,LineB,85.28,30.08,111.7,,0.77,0.77,7.8,0
7361,LineC,93.35,104.75,137.55,,0.74,0.5593087652011317,0.5,1
6786,LineC,70.14,71.96,108.99,0.82,0.8,1.18,4.9,0
420,LineA,88.71,94.27,267.82,1.1,1.23,1.1186175304022634,2.4,1
5324,LineB,99.16,92.82,220.7,0.97,1.12,1.22,9.2,0
5675,LineA,94.02,56.29,66.28,0.96,1.29,1.38,6.0,0
1461,LineC,72.32,91.85,200.99,0.82,1.29,1.06,2.1,0
9188,LineB,90.12,60.1,276.73,1.18,1.07,1.15,8.6,0
8066,LineC,78.04,84.38,90.61,0.97,1.22,0.98,4.3,0
9819,LineC,64.2,117.36,215.51,0.92,0.97,0.77,8.6,0
4849,LineA,98.33,54.18,187.54,0.91,0.88,1.22,7.4,0
8214,LineC,79.18,55.96,236.74,1.06,1.29,0.93,3.0,0
2628,LineA,91.3,74.62,206.07,0.83,0.76,1.13,9.9,0
1967,LineB,69.94,,160.22,0.5738638768547022,0.47323925555682017,0.8,0.3,1
3079,LineC,79.98,101.0,184.76,1.1,0.95,0.93,2.9,0
1315,LineA,96.45,107.81,165.22,0.84,0.6704222787054952,0.9,7.4,1
7982,LineB,73.38,81.41,198.95,0.93,0.78,0.79,6.7,0
7535,LineB,78.35,62.09,183.41,0.85,1.05,1.38,3.3,0
3159,LineB,77.96,90.18,196.87,0.94,0.83,0.84,7.2,0
4240,LineC,72.32,30.09,209.35,1.1,0.8,1.29,2.1,0
6680,LineA,89.02,63.04,65.4,0.8,0.99,0.95,9.0,0
873,LineB,96.2,40.27,164.12,1.02,1.14,0.533494514499541,,1
563,LineC,97.19,70.06,143.07,1.09,1.03,1.04,6.9,1
6409,LineC,98.92,102.51,71.03,0.82,0.84,0.76,6.0,0
6029,LineA,94.1,93.56,155.19,1.17,0.85,0.97,6.1,1
5994,LineA,95.77,57.29,298.06,0.5235249402885003,0.96,0.86907977362022,6.2,1
5941,LineB,62.53,62.21,229.78,1.06,0.73,1.06,8.8,0
529,LineC,87.27,70.1,212.87,1.02,0.97,0.83,7.6,0
4061,LineA,73.8,30.36,151.6,0.82,0.49014065754099234,0.71,6.6,1
3293,LineA,89.86,38.59,254.44,1.02,1.08,0.5851230159027224,8.6,1
3353,LineA,,76.53,137.56,1.14,0.96,0.69,7.8,0
